Size, Seq, Par, Libc
316982, 0.061021, 0.073238, 0.068688
17727, 0.002550, 0.053720, 0.002849
662601, 0.140595, 0.083654, 0.146286
549898, 0.110876, 0.057769, 0.113120
959531, 0.199839, 0.083228, 0.207629
603749, 0.121822, 0.067959, 0.124803
861693, 0.177886, 0.076759, 0.190558
923451, 0.190483, 0.073481, 0.197736
699701, 0.144938, 0.073719, 0.153981
169163, 0.032032, 0.059329, 0.031959
470363, 0.091458, 0.048850, 0.101650
557865, 0.110711, 0.047385, 0.119442
255541, 0.048436, 0.083394, 0.056198
80948, 0.014231, 0.057946, 0.014428
132258, 0.022949, 0.059964, 0.026936
914118, 0.189679, 0.092905, 0.202745
694163, 0.143096, 0.083085, 0.146804
310163, 0.059389, 0.066103, 0.066636
2417, 0.000280, 0.025900, 0.000302
829218, 0.174168, 0.085477, 0.184186
752448, 0.156173, 0.071718, 0.159728
391038, 0.075010, 0.064355, 0.094046
474174, 0.096260, 0.056296, 0.101168
605537, 0.121856, 0.076241, 0.125056
890977, 0.183434, 0.073320, 0.195890
244109, 0.046262, 0.051486, 0.047059
377280, 0.072063, 0.072148, 0.080650
121850, 0.021114, 0.053567, 0.022587
759799, 0.153052, 0.062536, 0.160372
425385, 0.086418, 0.060914, 0.085526
389312, 0.079996, 0.054164, 0.083884
662118, 0.132533, 0.067010, 0.138401
87730, 0.015213, 0.043243, 0.015549
849960, 0.173128, 0.085792, 0.185521
920707, 0.188052, 0.086220, 0.196948
973894, 0.202514, 0.083320, 0.207177
168969, 0.030287, 0.069113, 0.032191
289342, 0.057282, 0.076733, 0.057318
946628, 0.200378, 0.069284, 0.203742
438366, 0.085607, 0.064530, 0.088597
831227, 0.175914, 0.077380, 0.175028
304864, 0.057570, 0.092238, 0.067034
418365, 0.083549, 0.083127, 0.088135
498009, 0.099260, 0.057067, 0.101454
571788, 0.113822, 0.066530, 0.123034
212892, 0.039705, 0.048899, 0.041343
149523, 0.026934, 0.038235, 0.027842
327658, 0.063268, 0.052250, 0.073038
470387, 0.093726, 0.058827, 0.103816
108532, 0.019201, 0.062666, 0.019918
317375, 0.062595, 0.064534, 0.063385
701572, 0.147000, 0.068331, 0.152312
691694, 0.138310, 0.060634, 0.148446
291327, 0.055488, 0.073627, 0.058338
731473, 0.146861, 0.076866, 0.163715
228996, 0.042379, 0.051518, 0.044464
361836, 0.070677, 0.074899, 0.076054
107244, 0.020786, 0.066400, 0.020836
400625, 0.081595, 0.040361, 0.079900
952093, 0.199793, 0.081332, 0.205851
652509, 0.131197, 0.065297, 0.140741
74530, 0.012380, 0.070766, 0.013761
955680, 0.212546, 0.083646, 0.207917
599689, 0.117718, 0.080968, 0.131437
167058, 0.029713, 0.074005, 0.034072
740102, 0.151697, 0.083995, 0.156092
24457, 0.003717, 0.048908, 0.003904
396717, 0.077000, 0.073026, 0.080494
660561, 0.130855, 0.070729, 0.142109
307883, 0.057611, 0.060684, 0.065865
838067, 0.175246, 0.073571, 0.192541
531892, 0.107172, 0.065546, 0.117834
574324, 0.113090, 0.103146, 0.127797
195772, 0.036463, 0.077793, 0.040619
860015, 0.188035, 0.093743, 0.198898
875118, 0.192591, 0.086768, 0.196028
231598, 0.043715, 0.046873, 0.045571
960336, 0.202032, 0.106883, 0.214585
19885, 0.003180, 0.084799, 0.003333
608797, 0.146677, 0.072819, 0.135490
855262, 0.178771, 0.095314, 0.185730
501691, 0.101367, 0.096862, 0.108155
323242, 0.063566, 0.055940, 0.064149
995770, 0.205528, 0.092282, 0.225055
228379, 0.043526, 0.076055, 0.045297
567593, 0.115482, 0.085192, 0.119829
392038, 0.076699, 0.058952, 0.082775
543575, 0.106648, 0.063579, 0.117022
449181, 0.088055, 0.064871, 0.091364
966864, 0.208971, 0.095352, 0.214933
457439, 0.088658, 0.076434, 0.097321
808315, 0.174041, 0.094369, 0.191269
31429, 0.005208, 0.079410, 0.005320
761081, 0.160884, 0.075891, 0.161440
111021, 0.019283, 0.053427, 0.020932
484577, 0.097719, 0.076600, 0.098714
654249, 0.130497, 0.083458, 0.141584
364314, 0.070144, 0.068756, 0.074251
951235, 0.199171, 0.088196, 0.318750
154556, 0.058841, 0.063051, 0.095000
812032, 0.827628, 0.099179, 0.937085
915608, 0.554425, 0.099030, 0.234658
257929, 0.049424, 0.080037, 0.052298
830404, 0.170771, 0.086409, 0.184422
538530, 0.108490, 0.067699, 0.116221
980902, 0.206199, 0.078791, 0.216521
587354, 0.118887, 0.062197, 0.121924
25129, 0.003866, 0.062956, 0.004004
998963, 0.208822, 0.078438, 0.227548
911509, 0.193890, 0.077064, 0.199389
3629, 0.000485, 0.033435, 0.000496
199460, 0.037541, 0.085087, 0.039527
5719, 0.000770, 0.039499, 0.000791
107009, 0.020527, 0.048506, 0.020306
929606, 0.195630, 0.072325, 0.204091
644244, 0.129255, 0.078426, 0.135483
145370, 0.026016, 0.074088, 0.027225
344030, 0.066985, 0.068743, 0.074419
60273, 0.010449, 0.067324, 0.010951
124297, 0.023647, 0.081606, 0.026294
918382, 0.198010, 0.078745, 0.201561
858999, 0.179131, 0.073425, 0.191781
766806, 0.155246, 0.074704, 0.165396
577708, 0.114019, 0.087961, 0.121550
676071, 0.137000, 0.083852, 0.141896
370564, 0.072539, 0.060276, 0.080260
958005, 0.197237, 0.084762, 0.218053
291920, 0.055510, 0.049576, 0.057850
130174, 0.023145, 0.067483, 0.026369
241448, 0.052387, 0.064283, 0.050368
727884, 0.146824, 0.082291, 0.153526
532913, 0.104560, 0.080233, 0.108358
404484, 0.077121, 0.055209, 0.081059
671614, 0.134501, 0.074806, 0.147214
112487, 0.019625, 0.041614, 0.021584
945864, 0.194443, 0.080638, 0.205034
19417, 0.002998, 0.063173, 0.003126
285009, 0.055700, 0.056282, 0.059721
304923, 0.063041, 0.056675, 0.060699
581083, 0.114494, 0.080744, 0.122156
210701, 0.039144, 0.055037, 0.040225
901926, 0.185617, 0.085600, 0.198019
88145, 0.015196, 0.076695, 0.016467
738530, 0.149940, 0.079870, 0.156121
126106, 0.022313, 0.072029, 0.024281
281813, 0.059849, 0.055023, 0.059340
47885, 0.008324, 0.058439, 0.008350
722246, 0.154246, 0.063640, 0.158648
541559, 0.109864, 0.080308, 0.117162
723654, 0.144797, 0.092145, 0.158803
352763, 0.067479, 0.081592, 0.075796
165950, 0.030922, 0.066833, 0.031017
567003, 0.114615, 0.072586, 0.125300
421552, 0.082160, 0.073708, 0.086865
692892, 0.146974, 0.079388, 0.149303
194067, 0.036043, 0.068980, 0.037836
565592, 0.112000, 0.070822, 0.117409
395064, 0.079985, 0.090531, 0.083814
709315, 0.143575, 0.072735, 0.147642
634174, 0.126455, 0.062288, 0.133179
707329, 0.142501, 0.062458, 0.153156
607331, 0.123111, 0.069559, 0.131936
397836, 0.082299, 0.080390, 0.080081
721760, 0.144714, 0.083168, 0.158550
658202, 0.131465, 0.074491, 0.137994
717860, 0.145752, 0.084439, 0.150058
752927, 0.151908, 0.075622, 0.169134
736995, 0.148924, 0.071692, 0.159130
652004, 0.135857, 0.063665, 0.140452
276273, 0.050932, 0.057754, 0.053531
33321, 0.005190, 0.058706, 0.005577
180900, 0.034341, 0.052260, 0.034295
556521, 0.110247, 0.069308, 0.122180
560802, 0.113848, 0.070306, 0.114717
666353, 0.140462, 0.069468, 0.142780
955354, 0.196303, 0.088973, 0.209912
999661, 0.208271, 0.096361, 0.216099
769825, 0.159703, 0.095385, 0.162038
231702, 0.043628, 0.064285, 0.048312
590406, 0.121015, 0.080034, 0.126992
928307, 0.262060, 0.086303, 0.205157
92906, 0.016351, 0.057209, 0.016604
76376, 0.013568, 0.079282, 0.014575
199274, 0.038391, 0.039810, 0.039657
572674, 0.127106, 0.067615, 0.121313
802055, 0.164250, 0.071837, 0.174378
282756, 0.053648, 0.073060, 0.058315
679589, 0.142005, 0.073899, 0.146978
42079, 0.006677, 0.065468, 0.007219
784471, 0.165151, 0.071433, 0.171998
808773, 0.174055, 0.080593, 0.177976
559796, 0.112383, 0.066228, 0.117330
286717, 0.054623, 0.063404, 0.060377
770809, 0.160528, 0.081230, 0.161967
242643, 0.045614, 0.047897, 0.047014
243729, 0.047162, 0.088616, 0.051210
531115, 0.103484, 0.071901, 0.113832
654097, 0.133955, 0.079496, 0.141980
386035, 0.075489, 0.072443, 0.078878
210499, 0.038404, 0.060677, 0.044299
789719, 0.161505, 0.078877, 0.170822
864097, 0.174638, 0.077806, 0.192189
530103, 0.109133, 0.060992, 0.113648
135296, 0.024598, 0.065821, 0.027609
928574, 0.197021, 0.075218, 0.198513
829430, 0.173263, 0.066323, 0.174858
412302, 0.078892, 0.088807, 0.087958
33108, 0.005324, 0.057756, 0.005537
147261, 0.026297, 0.060048, 0.028137
124722, 0.022614, 0.068719, 0.022714
143815, 0.025529, 0.075667, 0.027240
641462, 0.128932, 0.066431, 0.135258
768480, 0.157122, 0.062507, 0.161993
769908, 0.156221, 0.081373, 0.169758
623563, 0.125658, 0.091270, 0.136972
450308, 0.089211, 0.081019, 0.099558
72906, 0.012505, 0.058478, 0.012607
617754, 0.122560, 0.072180, 0.134592
390072, 0.077765, 0.067117, 0.078908
504686, 0.098462, 0.085825, 0.104267
882364, 0.183019, 0.076816, 0.199204
225878, 0.043144, 0.065394, 0.043539
565905, 0.112511, 0.073312, 0.118701
810798, 0.169465, 0.077631, 0.174194
906298, 0.188175, 0.082697, 0.195541
171951, 0.031404, 0.063693, 0.033453
856432, 0.180154, 0.079950, 0.183884
496874, 0.098141, 0.067792, 0.101348
202962, 0.037057, 0.086042, 0.041783
287177, 0.054031, 0.040607, 0.057035
89327, 0.015770, 0.072098, 0.015977
808683, 0.165010, 0.108602, 0.177219
785928, 0.160800, 0.084593, 0.174987
407753, 0.082153, 0.082724, 0.082247
947897, 0.192122, 0.097484, 0.206077
721899, 0.144845, 0.074278, 0.153768
373229, 0.071750, 0.066430, 0.081617
146093, 0.025779, 0.069987, 0.028584
891280, 0.184088, 0.076376, 0.196644
63403, 0.010613, 0.063698, 0.010799
674527, 0.136502, 0.081846, 0.139479
832466, 0.172454, 0.077110, 0.175885
853639, 0.178103, 0.083840, 0.181963
874601, 0.181229, 0.087414, 0.196512
286884, 0.054497, 0.083885, 0.059325
730825, 0.147496, 0.076693, 0.157092
280797, 0.052273, 0.051711, 0.059626
182004, 0.035270, 0.071795, 0.037751
558255, 0.111321, 0.068425, 0.119981
92870, 0.016373, 0.054871, 0.016801
489190, 0.099816, 0.063271, 0.100507
991373, 0.205707, 0.075138, 0.214277
891482, 0.185287, 0.083475, 0.189771
934688, 0.201887, 0.095979, 0.208801
947194, 0.195436, 0.085266, 0.208606
832336, 0.166625, 0.085971, 0.185300
481126, 0.093397, 0.073214, 0.104374
191747, 0.035281, 0.069421, 0.039516
612404, 0.128505, 0.076219, 0.131768
694902, 0.141225, 0.072417, 0.151763
703640, 0.141183, 0.072225, 0.153842
988027, 0.208889, 0.085376, 0.221615
686346, 0.139631, 0.071402, 0.143405
825798, 0.171684, 0.072740, 0.173235
165353, 0.029966, 0.080239, 0.033765
141098, 0.026688, 0.059964, 0.026523
400160, 0.077452, 0.066093, 0.084493
910037, 0.189580, 0.087116, 0.204331
830020, 0.170077, 0.076313, 0.177328
520712, 0.105955, 0.063028, 0.107090
741285, 0.150526, 0.074052, 0.156102
618116, 0.128678, 0.066773, 0.128396
312317, 0.059652, 0.084924, 0.066004
984049, 0.207806, 0.076307, 0.219025
53752, 0.009222, 0.061331, 0.009398
27582, 0.004362, 0.042115, 0.004430
671483, 0.142454, 0.086781, 0.154091
938414, 0.191032, 0.076549, 0.204481
47855, 0.007800, 0.051976, 0.008295
129368, 0.023469, 0.049058, 0.024869
431745, 0.084123, 0.060045, 0.092072
407784, 0.077461, 0.072088, 0.088297
93817, 0.016157, 0.063453, 0.016789
363878, 0.073809, 0.076583, 0.196787
339892, 0.090265, 0.112464, 0.258569
813209, 0.300998, 0.069513, 0.212057
626166, 0.125470, 0.070596, 0.139656
165822, 0.033559, 0.050972, 0.032946
60324, 0.010398, 0.031935, 0.011287
214982, 0.040806, 0.056625, 0.042526
465351, 0.091372, 0.084226, 0.148512
858375, 0.326074, 0.093922, 0.926648
200035, 0.053668, 0.060426, 0.062342
216920, 0.070116, 0.086393, 0.063121
125959, 0.033132, 0.072183, 0.034144
808367, 0.346938, 0.083312, 0.267914
804522, 0.184214, 0.070818, 0.197710
682198, 0.151514, 0.060895, 0.159278
890721, 0.184922, 0.080698, 0.198535
232401, 0.047410, 0.055523, 0.045608
235525, 0.044261, 0.053366, 0.049058
997515, 0.204981, 0.079811, 0.221385
631111, 0.129562, 0.073943, 0.133109
338054, 0.064322, 0.064444, 0.069097
987518, 0.208854, 0.099681, 0.221593
613341, 0.124066, 0.051890, 0.134958
720164, 0.146838, 0.088632, 0.156858
931498, 0.194787, 0.081690, 0.208207
95087, 0.016444, 0.065512, 0.017525
827442, 0.170153, 0.080346, 0.181903
682273, 0.139809, 0.072168, 0.148909
22251, 0.003329, 0.049951, 0.003667
940112, 0.204834, 0.077957, 0.205621
34077, 0.005349, 0.055738, 0.005560
886855, 0.181472, 0.087981, 0.194230
224536, 0.041052, 0.059857, 0.042850
189499, 0.034608, 0.065301, 0.039082
376362, 0.081228, 0.071040, 0.075650
951072, 0.198454, 0.075692, 0.205586
50682, 0.008423, 0.054270, 0.008679
239649, 0.048543, 0.069302, 0.052904
383240, 0.080059, 0.064636, 0.077025
336447, 0.066691, 0.068563, 0.068239
393788, 0.079169, 0.056051, 0.079821
233444, 0.043278, 0.064821, 0.055455
554411, 0.118753, 0.057134, 0.124404
191650, 0.034766, 0.054318, 0.036762
636438, 0.128857, 0.052233, 0.133964
956474, 0.199196, 0.074643, 0.210751
769841, 0.155614, 0.077272, 0.176893
181589, 0.032498, 0.060743, 0.038822
272267, 0.052520, 0.060511, 0.054237
182671, 0.033597, 0.047873, 0.035039
925920, 0.199621, 0.070697, 0.200049
805911, 0.164087, 0.070483, 0.178009
724462, 0.143708, 0.071231, 0.154167
570353, 0.111698, 0.066132, 0.116978
411686, 0.081013, 0.071620, 0.084371
371782, 0.072070, 0.065661, 0.073887
116207, 0.021049, 0.078677, 0.024515
142522, 0.028042, 0.058192, 0.027999
199416, 0.040585, 0.076426, 0.042327
770595, 0.158188, 0.084548, 0.163976
217763, 0.041294, 0.061578, 0.047269
609484, 0.127613, 0.074253, 0.130864
835033, 0.170619, 0.067146, 0.177478
164626, 0.030102, 0.056129, 0.031507
424279, 0.084353, 0.064957, 0.088947
453558, 0.091174, 0.058884, 0.092135
8326, 0.001214, 0.029026, 0.001209
863004, 0.179716, 0.088624, 0.186071
923181, 0.197719, 0.087830, 0.197695
500463, 0.106901, 0.076481, 0.111113
755322, 0.152084, 0.075130, 0.159618
20414, 0.003100, 0.043284, 0.003243
423742, 0.085421, 0.070751, 0.092250
444352, 0.088763, 0.062440, 0.100869
539625, 0.107408, 0.071271, 0.112183
597191, 0.118443, 0.064061, 0.129801
134674, 0.023785, 0.079799, 0.026556
933055, 0.194257, 0.083107, 0.199900
827199, 0.175456, 0.093594, 0.174753
879305, 0.181637, 0.079127, 0.189356
485475, 0.095237, 0.075879, 0.098679
8768, 0.001207, 0.038174, 0.001307
988555, 0.206918, 0.088689, 0.214083
662015, 0.133749, 0.076838, 0.137148
875836, 0.180079, 0.077047, 0.190572
47059, 0.007746, 0.059516, 0.008049
316920, 0.060069, 0.073417, 0.062806
297903, 0.056061, 0.049186, 0.062771
3468, 0.000434, 0.033127, 0.000477
554619, 0.120416, 0.058106, 0.116583
436168, 0.089460, 0.712472, 0.087518
122167, 0.022036, 0.066477, 0.022738
666347, 0.138155, 0.077407, 0.139414
12382, 0.001766, 0.035994, 0.001825
45953, 0.007538, 0.045569, 0.007978
798854, 0.165910, 0.082021, 0.167888
625984, 0.129514, 0.079946, 0.137656
875101, 0.184144, 0.067149, 0.187719
248419, 0.047376, 0.049865, 0.052034
418554, 0.083906, 0.077781, 0.085788
505169, 0.099951, 0.083825, 0.108995
367920, 0.070550, 0.052574, 0.079870
989092, 0.202507, 0.080187, 0.218620
460703, 0.091578, 0.061948, 0.092436
43509, 0.006890, 0.049720, 0.007278
295861, 0.055222, 0.076993, 0.061310
191411, 0.034898, 0.087894, 0.040412
649062, 0.128007, 0.078502, 0.134606
149663, 0.026523, 0.066891, 0.028168
458579, 0.089655, 0.053612, 0.099877
308248, 0.058100, 0.057057, 0.067416
511828, 0.103961, 0.054065, 0.103246
300275, 0.056716, 0.068152, 0.059511
634466, 0.126404, 0.079755, 0.141871
188487, 0.033710, 0.065798, 0.039329
279938, 0.055185, 0.052727, 0.057649
623060, 0.127535, 0.066069, 0.131401
956250, 0.202827, 0.079678, 0.216318
23244, 0.003541, 0.034656, 0.003789
579904, 0.118459, 0.060387, 0.127365
13231, 0.002034, 0.046908, 0.002003
328238, 0.063376, 0.063308, 0.065869
180603, 0.033517, 0.078323, 0.036260
910257, 0.191140, 0.075992, 0.198794
50265, 0.008294, 0.088579, 0.008615
180944, 0.035956, 0.075570, 0.037377
880921, 0.183889, 0.084729, 0.199762
294773, 0.059894, 0.052803, 0.058217
768989, 0.164766, 0.072681, 0.172503
308563, 0.060187, 0.148262, 0.068990
301876, 0.057667, 0.060029, 0.066435
720926, 0.195815, 0.074499, 0.152056
375274, 0.073076, 0.064257, 0.074350
853652, 0.174121, 0.067545, 0.188051
740592, 0.150672, 0.073175, 0.153846
934274, 0.203503, 0.072008, 0.203786
508884, 0.098879, 0.064706, 0.105127
592927, 0.119286, 0.069298, 0.129138
899116, 0.183799, 0.079623, 0.200888
943878, 0.198482, 0.065166, 0.210504
206556, 0.037225, 0.052061, 0.040508
288654, 0.056033, 0.085327, 0.059680
247967, 0.045745, 0.064898, 0.048090
636346, 0.143289, 0.118682, 0.458907
984609, 0.212404, 0.108657, 0.220691
76581, 0.012986, 0.072338, 0.013968
566136, 0.113509, 0.063746, 0.163347
384984, 0.104195, 0.076226, 0.090387
999093, 0.260106, 0.078093, 0.225116
205084, 0.037768, 0.078980, 0.039181
656108, 0.133371, 0.110314, 0.171100
841741, 0.179063, 0.089260, 0.178606
375896, 0.094732, 0.060059, 0.080509
77134, 0.013033, 0.070877, 0.014814
64395, 0.011440, 0.061496, 0.011669
83134, 0.014887, 0.043940, 0.015673
371226, 0.074092, 0.084870, 0.086130
56646, 0.009638, 0.071045, 0.009988
971755, 0.205826, 0.089157, 0.258899
128049, 0.022797, 0.057149, 0.024615
567899, 0.115847, 0.074080, 0.126512
955895, 0.198064, 0.079981, 0.234809
336720, 0.067804, 0.061193, 0.067886
867830, 0.180413, 0.095703, 0.185779
816004, 0.166117, 0.086348, 0.178833
526573, 0.109529, 0.060792, 0.112299
243830, 0.046724, 0.047781, 0.049499
239616, 0.048121, 0.071715, 0.046731
332942, 0.063741, 0.054479, 0.071484
299260, 0.060772, 0.071159, 0.059301
594066, 0.121376, 0.079471, 0.130013
143479, 0.025709, 0.058330, 0.027809
41410, 0.006793, 0.052551, 0.007389
203563, 0.037973, 0.062035, 0.039543
428081, 0.083081, 0.059510, 0.093826
892016, 0.182491, 0.096558, 0.194927
507542, 0.101156, 0.077683, 0.104063
562574, 0.113521, 0.082206, 0.123840
216242, 0.040926, 0.050271, 0.044362
666111, 0.133214, 0.072342, 0.146085
375941, 0.071221, 0.036465, 0.075685
224054, 0.041298, 0.062924, 0.043461
23547, 0.003618, 0.053274, 0.003854
553046, 0.111937, 0.060223, 0.120513
203291, 0.038047, 0.059800, 0.043843
285547, 0.057667, 0.077239, 0.056267
393519, 0.079802, 0.045793, 0.080737
625480, 0.128384, 0.082790, 0.131002
109733, 0.019190, 0.064641, 0.020457
954030, 0.198709, 0.075642, 0.210112
738115, 0.151339, 0.066310, 0.153234
403606, 0.078431, 0.059016, 0.085792
642391, 0.128919, 0.069048, 0.133161
218645, 0.041530, 0.064946, 0.041783
346526, 0.067769, 0.068926, 0.074651
184041, 0.033627, 0.063037, 0.035092
275623, 0.051596, 0.064805, 0.057446
542333, 0.106457, 0.051188, 0.121310
468308, 0.093521, 0.073594, 0.097907
843473, 0.177614, 0.083819, 0.179024
793307, 0.160758, 0.091022, 0.174382
306204, 0.058998, 0.062192, 0.059566
374164, 0.074142, 0.068337, 0.075943
57062, 0.009449, 0.065841, 0.009755
169819, 0.030256, 0.080726, 0.031891
600586, 0.120321, 0.074472, 0.124531
998570, 0.205430, 0.077545, 0.217873
810230, 0.166750, 0.065662, 0.179720
188440, 0.035991, 0.070517, 0.035879
855223, 0.177962, 0.103374, 0.388308
411742, 0.101537, 0.080655, 0.101862
710591, 0.631364, 0.086084, 0.450570
426206, 0.086293, 0.073330, 0.094556
262454, 0.049813, 0.064802, 0.051504
907613, 0.186158, 0.089924, 0.195850
153067, 0.027520, 0.065226, 0.029442
444378, 0.093764, 0.075185, 0.090231
308184, 0.058963, 0.066499, 0.061415
